Amplitude,RR,Arritmia
1.40332969546373,1.244444444544,(VT
0.635691788196585,0.966666666744004,(VT
0.939122403264063,1.15555555564801,(VT
0.878101853728299,0.944444444519945,(VT
0.811555605232717,0.927777777851986,(VT
2.11712827295088,0.716666666723995,(VT
1.22934480011463,0.983333333411963,(VT
0.882528552413261,0.652777777830011,(VT
1.06817916512483,1.17500000009397,(VT
1.37913394570346,1.12500000009004,(VT
1.41566864848182,1.20833333343001,(VT
1.30979238957168,0.883333333403925,(VT
0.905350399017335,1.01388888896986,(VT
0.948483154475707,0.902777777850133,(VT
0.96998614609246,0.905555555628098,(VT
0.960654042065157,0.941666666741867,(VT
0.556826703846827,1.12500000009004,(VT
1.71166914999542,1.15555555564811,(VT
0.74900409519675,1.17500000009409,(VT
1.47665457159282,1.00000000008004,(VT
1.47730080694033,1.20833333342989,(VT
